Time,useless,still,wave,nearDrops,smallDrops,drops,foam
1.514 sec,0,1,0,0,0,0,0
1.523 sec,0,1,0,0,0,0,0
1.531 sec,0,1,0,0,0,0,0
1.539 sec,0,1,0,0,0,0,0
1.548 sec,0,1,0,0,0,0,0
1.556 sec,0,1,0,0,0,0,0
1.564 sec,0,1,0,0,0,0,0
1.573 sec,0,1,0,0,0,0,0
1.581 sec,0,1,0,0,0,0,0
1.589 sec,0,1,0,0,0,0,0
1.598 sec,0,1,0,0,0,0,0
1.606 sec,0,1,0,0,0,0,0
1.614 sec,0,1,0,0,0,0,0
1.623 sec,0,1,0,0,0,0,0
1.631 sec,0,1,0,0,0,0,0
1.639 sec,0,1,0,0,0,0,0
1.648 sec,0,1,0,0,0,0,0
1.656 sec,0,1,0,0,0,0,0
1.664 sec,0,1,0,0,0,0,0
1.673 sec,0,1,0,0,0,0,0
1.681 sec,0,1,0,0,0,0,0
1.689 sec,0,1,0,0,0,0,0
1.698 sec,0,1,0,0,0,0,0
1.706 sec,0,1,0,0,0,0,0
1.714 sec,0,1,0,0,0,0,0
1.723 sec,0,1,0,0,0,0,0
1.731 sec,0,1,0,0,0,0,0
1.739 sec,0,1,0,0,0,0,0
1.748 sec,0,1,0,0,0,0,0
1.756 sec,0,1,0,0,0,0,0
1.764 sec,0,1,0,0,0,0,0
1.773 sec,0,1,0,0,0,0,0
1.781 sec,0,1,0,0,0,0,0
1.789 sec,0,1,0,0,0,0,0
1.798 sec,0,1,0,0,0,0,0
1.806 sec,0,1,0,0,0,0,0
1.814 sec,0,1,0,0,0,0,0
1.823 sec,0,1,0,0,0,0,0
1.831 sec,0,1,0,0,0,0,0
1.839 sec,0,1,0,0,0,0,0
1.848 sec,0,1,0,0,0,0,0
1.856 sec,0,1,0,0,0,0,0
1.865 sec,0,1,0,0,0,0,0
1.873 sec,0,1,0,0,0,0,0
1.881 sec,0,1,0,0,0,0,0
1.89 sec,0,1,0,0,0,0,0
1.898 sec,0,1,0,0,0,0,0
1.906 sec,0,1,0,0,0,0,0
1.915 sec,0,1,0,0,0,0,0
1.923 sec,0,1,0,0,0,0,0
1.931 sec,0,1,0,0,0,0,0
1.94 sec,0,1,0,0,0,0,0
1.948 sec,0,1,0,0,0,0,0
1.956 sec,0,1,0,0,0,0,0
1.965 sec,0,1,0,0,0,0,0
1.973 sec,0,1,0,0,0,0,0
1.981 sec,0,1,0,0,0,0,0
1.99 sec,0,1,0,0,0,0,0
1.998 sec,0,1,0,0,0,0,0
2.006 sec,0,1,0,0,0,0,0
2.015 sec,0,1,0,0,0,0,0
2.023 sec,0,1,0,0,0,0,0
2.031 sec,0,1,0,0,0,0,0
2.04 sec,0,1,0,0,0,0,0
2.048 sec,0,1,0,0,0,0,0
2.056 sec,0,1,0,0,0,0,0
2.065 sec,0,1,0,0,0,0,0
2.073 sec,0,1,0,0,0,0,0
2.081 sec,0,1,0,0,0,0,0
2.09 sec,0,1,0,0,0,0,0
2.098 sec,0,1,0,0,0,0,0
2.106 sec,0,1,0,0,0,0,0
2.115 sec,0,1,0,0,0,0,0
2.123 sec,0,1,0,0,0,0,0
2.131 sec,0,1,0,0,0,0,0
2.14 sec,0,1,0,0,0,0,0
2.148 sec,0,1,0,0,0,0,0
2.156 sec,0,1,0,0,0,0,0
2.165 sec,0,1,0,0,0,0,0
2.173 sec,0,1,0,0,0,0,0
2.181 sec,0,1,0,0,0,0,0
2.19 sec,0,1,0,0,0,0,0
2.198 sec,0,1,0,0,0,0,0
2.207 sec,0,1,0,0,0,0,0
2.215 sec,0,1,0,0,0,0,0
2.223 sec,0,1,0,0,0,0,0
2.232 sec,0,1,0,0,0,0,0
2.24 sec,0,1,0,0,0,0,0
2.248 sec,0,1,0,0,0,0,0
2.257 sec,0,1,0,0,0,0,0
2.265 sec,0,1,0,0,0,0,0
2.273 sec,0,1,0,0,0,0,0
2.282 sec,0,1,0,0,0,0,0
2.29 sec,0,1,0,0,0,0,0
2.298 sec,0,1,0,0,0,0,0
2.307 sec,0,1,0,0,0,0,0
2.315 sec,0,1,0,0,0,0,0
2.323 sec,0,1,0,0,0,0,0
2.332 sec,0,1,0,0,0,0,0
2.34 sec,0,1,0,0,0,0,0
2.348 sec,0,1,0,0,0,0,0
2.357 sec,0,1,0,0,0,0,0
2.365 sec,0,1,0,0,0,0,0
2.373 sec,0,1,0,0,0,0,0
2.382 sec,0,1,0,0,0,0,0
2.39 sec,0,1,0,0,0,0,0
2.398 sec,0,1,0,0,0,0,0
2.407 sec,0,1,0,0,0,0,0
2.415 sec,0,1,0,0,0,0,0
2.423 sec,0,1,0,0,0,0,0
2.432 sec,0,1,0,0,0,0,0
2.44 sec,0,1,0,0,0,0,0
2.448 sec,0,1,0,0,0,0,0
2.457 sec,0,1,0,0,0,0,0
2.465 sec,0,1,0,0,0,0,0
2.473 sec,0,1,0,0,0,0,0
2.482 sec,0,1,0,0,0,0,0
2.49 sec,0,1,0,0,0,0,0
2.498 sec,0,1,0,0,0,0,0
2.507 sec,0,1,0,0,0,0,0
2.515 sec,0,1,0,0,0,0,0
2.524 sec,0,1,0,0,0,0,0
2.532 sec,0,1,0,0,0,0,0
2.54 sec,0,1,0,0,0,0,0
2.549 sec,0,1,0,0,0,0,0
2.557 sec,0,1,0,0,0,0,0
2.565 sec,0,1,0,0,0,0,0
2.574 sec,0,1,0,0,0,0,0
2.582 sec,0,1,0,0,0,0,0
2.59 sec,0,1,0,0,0,0,0
2.599 sec,0,1,0,0,0,0,0
2.607 sec,0,1,0,0,0,0,0
2.615 sec,0,1,0,0,0,0,0
2.624 sec,0,1,0,0,0,0,0
2.632 sec,0,1,0,0,0,0,0
2.64 sec,0,1,0,0,0,0,0
2.649 sec,0,1,0,0,0,0,0
2.657 sec,0,1,0,0,0,0,0
2.665 sec,0,1,0,0,0,0,0
2.674 sec,0,1,0,0,0,0,0
2.682 sec,0,1,0,0,0,0,0
2.69 sec,0,1,0,0,0,0,0
2.699 sec,0,1,0,0,0,0,0
2.707 sec,0,1,0,0,0,0,0
2.715 sec,0,1,0,0,0,0,0
2.724 sec,0,1,0,0,0,0,0
2.732 sec,0,1,0,0,0,0,0
2.74 sec,0,1,0,0,0,0,0
2.749 sec,0,1,0,0,0,0,0
2.757 sec,0,1,0,0,0,0,0
2.765 sec,0,1,0,0,0,0,0
2.774 sec,0,1,0,0,0,0,0
2.782 sec,0,1,0,0,0,0,0
2.79 sec,0,1,0,0,0,0,0
2.799 sec,0,1,0,0,0,0,0
2.807 sec,0,1,0,0,0,0,0
2.815 sec,0,1,0,0,0,0,0
2.824 sec,0,1,0,0,0,0,0
2.832 sec,0,1,0,0,0,0,0
2.84 sec,0,1,0,0,0,0,0
2.849 sec,0,1,0,0,0,0,0
2.857 sec,0,1,0,0,0,0,0
2.866 sec,0,1,0,0,0,0,0
2.874 sec,0,1,0,0,0,0,0
2.882 sec,0,1,0,0,0,0,0
2.891 sec,0,1,0,0,0,0,0
2.899 sec,0,1,0,0,0,0,0
2.907 sec,0,1,0,0,0,0,0
2.916 sec,0,1,0,0,0,0,0
2.924 sec,0,1,0,0,0,0,0
2.932 sec,0,1,0,0,0,0,0
2.941 sec,0,1,0,0,0,0,0
2.949 sec,0,1,0,0,0,0,0
2.957 sec,0,1,0,0,0,0,0
2.966 sec,0,1,0,0,0,0,0
2.974 sec,0,1,0,0,0,0,0
2.982 sec,0,1,0,0,0,0,0
2.991 sec,0,1,0,0,0,0,0
2.999 sec,0,1,0,0,0,0,0
3.007 sec,0,1,0,0,0,0,0
3.016 sec,0,1,0,0,0,0,0
3.024 sec,0,1,0,0,0,0,0
3.032 sec,0,1,0,0,0,0,0
3.041 sec,0,1,0,0,0,0,0
3.049 sec,0,1,0,0,0,0,0
3.057 sec,0,1,0,0,0,0,0
3.066 sec,0,1,0,0,0,0,0
3.074 sec,0,1,0,0,0,0,0
3.082 sec,0,1,0,0,0,0,0
3.091 sec,0,1,0,0,0,0,0
3.099 sec,0,1,0,0,0,0,0
3.107 sec,0,1,0,0,0,0,0
3.116 sec,0,1,0,0,0,0,0
3.124 sec,0,1,0,0,0,0,0
3.132 sec,0,1,0,0,0,0,0
3.141 sec,0,1,0,0,0,0,0
3.149 sec,0,1,0,0,0,0,0
3.157 sec,0,1,0,0,0,0,0
3.166 sec,0,1,0,0,0,0,0
3.174 sec,0,1,0,0,0,0,0
3.182 sec,0,1,0,0,0,0,0
3.191 sec,0,1,0,0,0,0,0
3.199 sec,0,1,0,0,0,0,0
3.208 sec,0,1,0,0,0,0,0
3.216 sec,0,1,0,0,0,0,0
3.224 sec,0,1,0,0,0,0,0
3.233 sec,0,1,0,0,0,0,0
3.241 sec,0,1,0,0,0,0,0
3.249 sec,0,1,0,0,0,0,0
3.258 sec,0,1,0,0,0,0,0
3.266 sec,0,1,0,0,0,0,0
3.274 sec,0,1,0,0,0,0,0
3.283 sec,0,1,0,0,0,0,0
3.291 sec,0,1,0,0,0,0,0
3.299 sec,0,1,0,0,0,0,0
3.308 sec,0,1,0,0,0,0,0
3.316 sec,0,1,0,0,0,0,0
3.324 sec,0,1,0,0,0,0,0
3.333 sec,0,1,0,0,0,0,0
3.341 sec,0,1,0,0,0,0,0
3.349 sec,0,1,0,0,0,0,0
3.358 sec,0,1,0,0,0,0,0
3.366 sec,0,1,0,0,0,0,0
3.374 sec,0,1,0,0,0,0,0
3.383 sec,0,1,0,0,0,0,0
3.391 sec,0,1,0,0,0,0,0
3.399 sec,0,1,0,0,0,0,0
3.408 sec,0,1,0,0,0,0,0
3.416 sec,0,1,0,0,0,0,0
3.424 sec,0,1,0,0,0,0,0
3.433 sec,0,1,0,0,0,0,0
3.441 sec,0,1,0,0,0,0,0
3.449 sec,0,1,0,0,0,0,0
3.458 sec,0,1,0,0,0,0,0
3.466 sec,0,1,0,0,0,0,0
3.474 sec,0,1,0,0,0,0,0
3.483 sec,0,1,0,0,0,0,0
3.491 sec,0,1,0,0,0,0,0
3.499 sec,0,1,0,0,0,0,0
3.508 sec,0,1,0,0,0,0,0
3.516 sec,0,1,0,0,0,0,0
3.525 sec,0,1,0,0,0,0,0
3.533 sec,0,1,0,0,0,0,0
3.541 sec,0,1,0,0,0,0,0
3.55 sec,0,1,0,0,0,0,0
3.558 sec,0,1,0,0,0,0,0
3.566 sec,0,1,0,0,0,0,0
3.575 sec,0,1,0,0,0,0,0
3.583 sec,0,1,0,0,0,0,0
3.591 sec,0,1,0,0,0,0,0
3.6 sec,0,1,0,0,0,0,0
3.608 sec,0,1,0,0,0,0,0
3.616 sec,0,1,0,0,0,0,0
3.625 sec,0,1,0,0,0,0,0
3.633 sec,0,1,0,0,0,0,0
3.641 sec,0,1,0,0,0,0,0
3.65 sec,0,1,0,0,0,0,0
3.658 sec,0,1,0,0,0,0,0
3.666 sec,0,1,0,0,0,0,0
3.675 sec,0,1,0,0,0,0,0
3.683 sec,0,1,0,0,0,0,0
3.691 sec,0,1,0,0,0,0,0
3.7 sec,0,1,0,0,0,0,0
3.708 sec,0,1,0,0,0,0,0
3.716 sec,0,1,0,0,0,0,0
3.725 sec,0,1,0,0,0,0,0
3.733 sec,0,1,0,0,0,0,0
3.741 sec,0,1,0,0,0,0,0
3.75 sec,0,1,0,0,0,0,0
3.758 sec,0,1,0,0,0,0,0
3.766 sec,0,1,0,0,0,0,0
3.775 sec,0,1,0,0,0,0,0
3.783 sec,0,1,0,0,0,0,0
3.791 sec,0,1,0,0,0,0,0
3.8 sec,0,1,0,0,0,0,0
3.808 sec,0,1,0,0,0,0,0
3.816 sec,0,1,0,0,0,0,0
3.825 sec,0,1,0,0,0,0,0
3.833 sec,0,1,0,0,0,0,0
3.841 sec,0,1,0,0,0,0,0
3.85 sec,0,1,0,0,0,0,0
3.858 sec,0,1,0,0,0,0,0
3.867 sec,0,1,0,0,0,0,0
3.875 sec,0,1,0,0,0,0,0
3.883 sec,0,1,0,0,0,0,0
3.892 sec,0,1,0,0,0,0,0
3.9 sec,0,1,0,0,0,0,0
3.908 sec,0,1,0,0,0,0,0
3.917 sec,0,1,0,0,0,0,0
3.925 sec,0,1,0,0,0,0,0
3.933 sec,0,1,0,0,0,0,0
3.942 sec,0,1,0,0,0,0,0
3.95 sec,0,1,0,0,0,0,0
3.958 sec,0,1,0,0,0,0,0
3.967 sec,0,1,0,0,0,0,0
3.975 sec,0,1,0,0,0,0,0
3.983 sec,0,1,0,0,0,0,0
3.992 sec,0,1,0,0,0,0,0
4 sec,0,1,0,0,0,0,0
4.008 sec,0,1,0,0,0,0,0
4.017 sec,0,1,0,0,0,0,0
4.025 sec,0,1,0,0,0,0,0
4.033 sec,0,1,0,0,0,0,0
4.042 sec,0,1,0,0,0,0,0
4.05 sec,0,1,0,0,0,0,0
4.058 sec,0,1,0,0,0,0,0
4.067 sec,0,1,0,0,0,0,0
4.075 sec,0,1,0,0,0,0,0
4.083 sec,0,1,0,0,0,0,0
4.092 sec,0,1,0,0,0,0,0
4.1 sec,0,1,0,0,0,0,0
4.108 sec,0,1,0,0,0,0,0
4.117 sec,0,1,0,0,0,0,0
4.125 sec,0,1,0,0,0,0,0
4.133 sec,0,1,0,0,0,0,0
4.142 sec,0,1,0,0,0,0,0
4.15 sec,0,1,0,0,0,0,0
4.158 sec,0,1,0,0,0,0,0
4.167 sec,0,1,0,0,0,0,0
4.175 sec,0,1,0,0,0,0,0
4.183 sec,0,1,0,0,0,0,0
4.192 sec,0,1,0,0,0,0,0
4.2 sec,0,1,0,0,0,0,0
4.209 sec,0,1,0,0,0,0,0
4.217 sec,0,1,0,0,0,0,0
4.225 sec,0,1,0,0,0,0,0
4.234 sec,0,1,0,0,0,0,0
4.242 sec,0,1,0,0,0,0,0
4.25 sec,0,1,0,0,0,0,0
4.259 sec,0,1,0,0,0,0,0
4.267 sec,0,1,0,0,0,0,0
4.275 sec,0,1,0,0,0,0,0
4.284 sec,0,1,0,0,0,0,0
4.292 sec,0,1,0,0,0,0,0
4.3 sec,0,1,0,0,0,0,0
4.309 sec,0,1,0,0,0,0,0
4.317 sec,0,1,0,0,0,0,0
4.325 sec,0,1,0,0,0,0,0
4.334 sec,0,1,0,0,0,0,0
4.342 sec,0,1,0,0,0,0,0
4.35 sec,0,1,0,0,0,0,0
4.359 sec,0,1,0,0,0,0,0
4.367 sec,0,1,0,0,0,0,0
4.375 sec,0,1,0,0,0,0,0
4.384 sec,0,1,0,0,0,0,0
4.392 sec,0,1,0,0,0,0,0
4.4 sec,0,1,0,0,0,0,0
4.409 sec,0,1,0,0,0,0,0
4.417 sec,0,1,0,0,0,0,0
4.425 sec,0,1,0,0,0,0,0
4.434 sec,0,1,0,0,0,0,0
4.442 sec,0,1,0,0,0,0,0
4.45 sec,0,1,0,0,0,0,0
4.459 sec,0,1,0,0,0,0,0
4.467 sec,0,1,0,0,0,0,0
4.475 sec,0,1,0,0,0,0,0
4.484 sec,0,1,0,0,0,0,0
4.492 sec,0,1,0,0,0,0,0
4.5 sec,0,1,0,0,0,0,0
4.509 sec,0,1,0,0,0,0,0
4.517 sec,0,1,0,0,0,0,0
4.526 sec,0,1,0,0,0,0,0
4.534 sec,0,1,0,0,0,0,0
4.542 sec,0,1,0,0,0,0,0
4.551 sec,0,1,0,0,0,0,0
4.559 sec,0,1,0,0,0,0,0
4.567 sec,0,1,0,0,0,0,0
4.576 sec,0,1,0,0,0,0,0
4.584 sec,0,1,0,0,0,0,0
4.592 sec,0,1,0,0,0,0,0
4.601 sec,0,1,0,0,0,0,0
4.609 sec,0,1,0,0,0,0,0
4.617 sec,0,1,0,0,0,0,0
4.626 sec,0,1,0,0,0,0,0
4.634 sec,0,1,0,0,0,0,0
4.642 sec,0,1,0,0,0,0,0
4.651 sec,0,1,0,0,0,0,0
4.659 sec,0,1,0,0,0,0,0
4.667 sec,0,1,0,0,0,0,0
4.676 sec,0,1,0,0,0,0,0
4.684 sec,0,1,0,0,0,0,0
4.692 sec,0,1,0,0,0,0,0
4.701 sec,0,1,0,0,0,0,0
4.709 sec,0,1,0,0,0,0,0
4.717 sec,0,1,0,0,0,0,0
4.726 sec,0,1,0,0,0,0,0
4.734 sec,0,1,0,0,0,0,0
4.742 sec,0,1,0,0,0,0,0
4.751 sec,0,1,0,0,0,0,0
4.759 sec,0,1,0,0,0,0,0
4.767 sec,0,1,0,0,0,0,0
4.776 sec,0,1,0,0,0,0,0
4.784 sec,0,1,0,0,0,0,0
4.792 sec,0,1,0,0,0,0,0
4.801 sec,0,1,0,0,0,0,0
4.809 sec,0,1,0,0,0,0,0
4.817 sec,0,1,0,0,0,0,0
4.826 sec,0,1,0,0,0,0,0
4.834 sec,0,1,0,0,0,0,0
4.842 sec,0,1,0,0,0,0,0
4.851 sec,0,1,0,0,0,0,0
4.859 sec,0,1,0,0,0,0,0
4.868 sec,0,1,0,0,0,0,0
4.876 sec,0,1,0,0,0,0,0
4.884 sec,0,1,0,0,0,0,0
4.893 sec,0,1,0,0,0,0,0
4.901 sec,0,1,0,0,0,0,0
4.909 sec,0,1,0,0,0,0,0
4.918 sec,0,1,0,0,0,0,0
4.926 sec,0,1,0,0,0,0,0
4.934 sec,0,1,0,0,0,0,0
4.943 sec,0,1,0,0,0,0,0
4.951 sec,0,1,0,0,0,0,0
4.959 sec,0,1,0,0,0,0,0
4.968 sec,0,1,0,0,0,0,0
4.976 sec,0,1,0,0,0,0,0
4.984 sec,0,1,0,0,0,0,0
4.993 sec,0,1,0,0,0,0,0
5.001 sec,0,1,0,0,0,0,0
5.009 sec,0,1,0,0,0,0,0
5.018 sec,0,1,0,0,0,0,0
5.026 sec,0,1,0,0,0,0,0
5.034 sec,0,1,0,0,0,0,0
5.043 sec,0,1,0,0,0,0,0
5.051 sec,0,1,0,0,0,0,0
5.059 sec,0,1,0,0,0,0,0
5.068 sec,0,1,0,0,0,0,0
5.076 sec,0,1,0,0,0,0,0
5.084 sec,0,1,0,0,0,0,0
5.093 sec,0,1,0,0,0,0,0
5.101 sec,0,1,0,0,0,0,0
5.109 sec,0,1,0,0,0,0,0
5.118 sec,0,1,0,0,0,0,0
5.126 sec,0,1,0,0,0,0,0
5.134 sec,0,1,0,0,0,0,0
5.143 sec,0,1,0,0,0,0,0
5.151 sec,0,1,0,0,0,0,0
5.159 sec,0,1,0,0,0,0,0
5.168 sec,0,1,0,0,0,0,0
5.176 sec,0,1,0,0,0,0,0
5.184 sec,0,1,0,0,0,0,0
5.193 sec,0,1,0,0,0,0,0
5.201 sec,0,1,0,0,0,0,0
5.21 sec,0,1,0,0,0,0,0
5.218 sec,0,1,0,0,0,0,0
5.226 sec,0,1,0,0,0,0,0
5.235 sec,0,1,0,0,0,0,0
5.243 sec,0,1,0,0,0,0,0
5.251 sec,0,1,0,0,0,0,0
5.26 sec,0,1,0,0,0,0,0
5.268 sec,0,1,0,0,0,0,0
5.276 sec,0,1,0,0,0,0,0
5.285 sec,0,1,0,0,0,0,0
5.293 sec,0,1,0,0,0,0,0
5.301 sec,0,1,0,0,0,0,0
5.31 sec,0,1,0,0,0,0,0
5.318 sec,0,1,0,0,0,0,0
5.326 sec,0,1,0,0,0,0,0
5.335 sec,0,1,0,0,0,0,0
5.343 sec,0,1,0,0,0,0,0
5.351 sec,0,1,0,0,0,0,0
5.36 sec,0,1,0,0,0,0,0
5.368 sec,0,1,0,0,0,0,0
5.376 sec,0,1,0,0,0,0,0
5.385 sec,0,1,0,0,0,0,0
5.393 sec,0,1,0,0,0,0,0
5.401 sec,0,1,0,0,0,0,0
5.41 sec,0,1,0,0,0,0,0
5.418 sec,0,1,0,0,0,0,0
5.426 sec,0,1,0,0,0,0,0
5.435 sec,0,1,0,0,0,0,0
5.443 sec,0,1,0,0,0,0,0
5.451 sec,0,1,0,0,0,0,0
5.46 sec,0,1,0,0,0,0,0
5.468 sec,0,1,0,0,0,0,0
5.476 sec,0,1,0,0,0,0,0
5.485 sec,0,1,0,0,0,0,0
5.493 sec,0,1,0,0,0,0,0
5.501 sec,0,1,0,0,0,0,0
5.51 sec,0,1,0,0,0,0,0
5.518 sec,0,1,0,0,0,0,0
5.527 sec,0,1,0,0,0,0,0
5.535 sec,0,1,0,0,0,0,0
5.543 sec,0,1,0,0,0,0,0
5.552 sec,0,1,0,0,0,0,0
